"key","ID","dataset","TL_mm","width_mm","est_width_mm","weight_g","gonads_g","pred.eggs","age","pred.age","class"
143,"36772","batch",302.4572686161846,NA,55.68700340889486,1225.7142857142858,NA,5079,NA,15.52222623330526,7
144,"36773","batch",305.25643992610276,NA,56.277999173259694,1225.7142857142858,NA,5288,NA,15.835493463041741,7
145,"36774","batch",306.07341676950455,NA,56.45048945719616,1225.7142857142858,NA,5350,NA,15.928049796470335,7
146,"36775","batch",306.6239381916821,NA,56.566722367824475,1225.7142857142858,NA,5392,NA,15.99071117851536,7
147,"36776","batch",320.7934095039964,NA,59.55835689165489,1225.7142857142858,NA,6572,NA,17.690641919023207,7
148,"36777","batch",301.9092890564352,NA,55.57130716778847,1225.7142857142858,NA,5038,NA,15.461584973987966,7
149,"37741","batch",317.38528190366924,NA,58.838790722527825,1175,NA,6272,NA,17.26559517689016,7
150,"37742","batch",308.73245567828417,NA,57.01189873100585,1175,NA,5557,NA,16.232917051083554,7
151,"37743","batch",301.05757881328464,NA,55.391483537707444,1175,NA,4976,NA,15.36776911000461,7
152,"37744","batch",304.97200112603605,NA,56.217944925967,1175,NA,5266,NA,15.803389685513684,7
153,"38631","batch",281.57882699975744,NA,51.278887864795585,1083.3333333333333,NA,3712,NA,13.355224009088987,6
154,"38632","batch",292.25830667465925,NA,53.533672068650496,1083.3333333333333,NA,4370,NA,14.4283336896767,6
155,"38633","batch",283.66993991821073,NA,51.720389559684925,1083.3333333333333,NA,3835,NA,13.559959272602116,6
156,"39731","batch",323.64781466685236,NA,60.1610143121035,1190,NA,6832,NA,18.055195577377724,7
157,"39732","batch",317.7167830057442,NA,58.90878134672234,1190,NA,6300,NA,17.30646431596125,7
158,"39733","batch",317.6408411245793,NA,58.89274755488284,1190,NA,6294,NA,17.297092932382967,7
159,"40811","batch",349.2827011849731,NA,65.57336949683335,1390,NA,9539,NA,21.746805963770818,8
160,"41621","batch",276.23484698147513,NA,50.15060052330111,1055,NA,3413,NA,12.84319354897333,6
161,"41622","batch",260.29278171109036,NA,46.784713978007595,1055,NA,2631,NA,11.403267162385513,6
162,"42741","batch",315.1468068137765,NA,58.36617609830838,1607.5,NA,6080,NA,16.99222560299104,7
163,"42742","batch",305.192939594388,NA,56.26459219564949,1607.5,NA,5283,NA,15.828320984361161,7
164,"42743","batch",322.74840317480266,NA,59.97111940272834,1607.5,NA,6749,NA,17.939460572293584,7
165,"42744","batch",314.0132057070732,NA,58.126836172892915,1607.5,NA,5985,NA,16.855483969420753,7
166,"43811","batch",334.84164254181087,NA,62.52439408728522,1630,NA,7929,NA,19.567422608688183,8
167,"44621","batch",296.0007829242386,NA,54.323830071449564,1285,NA,4621,NA,14.821417285896972,6
168,"44622","batch",267.4611652633175,NA,48.29819202120484,1285,NA,2963,NA,12.035338668755772,6
169,"45731","batch",323.39081436768174,NA,60.106753221432776,1353.3333333333333,NA,6808,NA,18.02204277275682,7
170,"45732","batch",316.89600056037307,NA,58.73548757689819,1353.3333333333333,NA,6229,NA,17.20545722273402,7
171,"45733","batch",314.21836713142693,NA,58.17015239736781,1353.3333333333333,NA,6002,NA,16.880148468100266,7
172,"46631","batch",255.24242833419703,NA,45.71842073482025,1206.6666666666667,NA,2414,NA,10.971966559742741,6
173,"46632","batch",283.33828904433176,NA,51.650367313809554,1206.6666666666667,NA,3815,NA,13.527319383997183,6
174,"46633","batch",272.859497476602,NA,49.437954872224715,1206.6666666666667,NA,3234,NA,12.52773432946441,6
175,"47711","batch",310.31189165078104,NA,57.34536884286492,1200,NA,5682,NA,16.41668916708074,7
176,"48811","batch",334.2332293372601,NA,62.395938345545126,1670,NA,7866,NA,19.481593869399283,8
177,"49621","batch",260.76954709296115,NA,46.88537459862879,1260,NA,2652,NA,11.444567448673409,6
178,"49622","batch",264.60329265822656,NA,47.694802511345785,1260,NA,2827,NA,11.78045588990804,6
179,"50741","batch",310.6473517380655,NA,57.41619533711917,1545,NA,5709,NA,16.455984099963636,7
180,"50742","batch",301.4585277941078,NA,55.47613685940779,1545,NA,5006,NA,15.411867634394612,7
181,"50743","batch",303.3309885747731,NA,55.871474003080074,1545,NA,5143,NA,15.619375249580392,7
182,"50744","batch",305.04053271748126,NA,56.23241416553294,1545,NA,5271,NA,15.811118974592235,7
183,"51721","batch",306.61776793189347,NA,56.565419626049724,975,NA,5392,NA,15.990007556561446,7
184,"51722","batch",323.55724802426994,NA,60.141892759246296,975,NA,6824,NA,18.043505011415064,7
185,"52731","batch",309.4466775748879,NA,57.16269411613066,1216.6666666666667,NA,5613,NA,16.315767189321264,7
186,"52732","batch",316.24947331659496,NA,58.5989847264776,1216.6666666666667,NA,6174,NA,17.126324507556987,7
187,"52733","batch",314.9232470057905,NA,58.31897537889052,1216.6666666666667,NA,6061,NA,16.965169250785685,7
188,"53721","batch",319.84325475245714,NA,59.357748435980476,1100,NA,6487,NA,17.57104526654782,7
189,"53722","batch",311.1684039980173,NA,57.526206352719804,1100,NA,5751,NA,16.517203742316482,7
190,"54661","batch",292.157701150747,NA,53.512430982657236,998.3333333333334,NA,4363,NA,14.417894113704966,6
191,"54662","batch",276.9324840151239,NA,50.297894306461004,998.3333333333334,NA,3451,NA,12.90914831549415,6
192,"54663","batch",273.2102377321571,NA,49.51200750512034,998.3333333333334,NA,3253,NA,12.560236896466142,6
193,"54664","batch",285.89396595512517,NA,52.189953520631626,998.3333333333334,NA,3968,NA,13.780512836905286,6
194,"54665","batch",255.72695025266148,NA,45.820719011649466,998.3333333333334,NA,2434,NA,11.012862513657511,6
195,"54666","batch",272.8726399014704,NA,49.440729663965115,998.3333333333334,NA,3235,NA,12.528951071868605,6
196,"55751","batch",307.45105086266994,NA,56.74135265339303,1242,NA,5456,NA,16.085301287099085,7
197,"55752","batch",308.41300724446774,NA,56.94445281562026,1242,NA,5531,NA,16.1959941772514,7
198,"55753","batch",306.28751947171986,NA,56.495693475149615,1242,NA,5366,NA,15.952391287975152,7
199,"55754","batch",303.9584809355438,NA,56.00395797291528,1242,NA,5190,NA,15.689498415658592,7
200,"55755","batch",308.93270333483815,NA,57.05417749987864,1242,NA,5572,NA,16.25610423485643,7
201,"56751","batch",307.58902751654387,NA,56.77048399584849,1230,NA,5467,NA,16.101133101622253,7
202,"56752","batch",317.05829075723886,NA,58.76975229610482,1230,NA,6243,NA,17.22538031712564,7
203,"56753","batch",318.8517595101148,NA,59.14841166315204,1230,NA,6400,NA,17.447156383281992,7
204,"56754","batch",310.73548166640103,NA,57.434802420642605,1230,NA,5716,NA,16.46632284990799,7
205,"56755","batch",310.26805471628904,NA,57.33611344555654,1230,NA,5679,NA,16.411561081525363,7
206,"57761","batch",309.7294471524656,NA,57.22239593646852,1011.6666666666666,NA,5636,NA,16.348683144615975,7
207,"57762","batch",318.497537041083,NA,59.07362382215822,1011.6666666666666,NA,6368,NA,17.403118796730688,7
208,"57763","batch",321.12012646719813,NA,59.62733742911404,1011.6666666666666,NA,6601,NA,17.73196576977619,7
209,"57764","batch",302.4750845246017,NA,55.69076492444609,1011.6666666666666,NA,5080,NA,15.524201522121933,7
210,"57765","batch",312.1315316222608,NA,57.729553802178806,1011.6666666666666,NA,5829,NA,16.63096125517785,7
211,"57766","batch",308.74922971613705,NA,57.015440273921506,1011.6666666666666,NA,5558,NA,16.23485811787971,7
212,"58731","batch",320.6980018708855,NA,59.53821324883574,1113.3333333333333,NA,6563,NA,17.678593928028292,7
213,"58732","batch",319.64142308942974,NA,59.31513523201499,1113.3333333333333,NA,6469,NA,17.54575107385621,7
214,"58733","batch",323.12053560838103,NA,60.04968861757002,1113.3333333333333,NA,6783,NA,17.987248294402598,7
215,"59831","batch",341.5528885219246,NA,63.941355576496015,1473.3333333333333,NA,8649,NA,20.544826242233874,8
216,"59832","batch",346.9725974518806,NA,65.0856317450696,1473.3333333333333,NA,9266,NA,21.378386962973167,8
217,"59833","batch",332.17369238473475,NA,61.96110336021122,1473.3333333333333,NA,7656,NA,19.194303380578468,8
218,"60571","batch",246.90390648506582,NA,43.9578885814508,615.7142857142857,NA,2087,NA,10.283487977139318,5
219,"60572","batch",216.96762158325873,NA,37.637368820799125,615.7142857142857,NA,1184,NA,8.023275247762447,5
220,"60573","batch",228.35084669315256,NA,40.04073648926647,615.7142857142857,NA,1482,NA,8.846896828701357,5
221,"60574","batch",234.27148058032617,NA,41.29077414765359,615.7142857142857,NA,1658,NA,9.291985986254637,5
222,"60575","batch",219.47233308618888,NA,38.166194578602024,615.7142857142857,NA,1245,NA,8.201029322872705,5
223,"60576","batch",247.75837480882183,NA,44.13829453171702,615.7142857142857,NA,2119,NA,10.35274015086177,5
224,"60577","batch",217.95513590262271,NA,37.84586509179398,615.7142857142857,NA,1208,NA,8.093130090986397,5
225,"61671","batch",294.6073685551528,NA,54.02963514768161,841.4285714285714,NA,4526,NA,14.673973684400048,6
226,"61672","batch",278.95205941214226,NA,50.724292112563184,841.4285714285714,NA,3563,NA,13.101569171946238,6
227,"61673","batch",266.39805531315506,NA,48.073735063042285,841.4285714285714,NA,2912,NA,11.940066522640976,6
228,"61674","batch",261.39137641945854,NA,47.01666291843104,841.4285714285714,NA,2680,NA,11.49858881185522,6
229,"61675","batch",256.3880538744852,NA,45.960299407790174,841.4285714285714,NA,2462,NA,11.068825711600821,6
230,"61676","batch",256.5018968805671,NA,45.98433535520024,841.4285714285714,NA,2467,NA,11.078481713289618,6
231,"61677","batch",265.5062138400972,NA,47.885438429965724,841.4285714285714,NA,2870,NA,11.860562173612012,6
232,"62751","batch",321.3106484338641,NA,59.66756278971241,1270,NA,6618,NA,17.756110928153397,7
233,"62752","batch",317.47960133105516,NA,58.858704609857575,1270,NA,6280,NA,17.27721312385163,7
234,"62753","batch",307.29388467408717,NA,56.70816977836687,1270,NA,5444,NA,16.067285976975434,7
235,"62754","batch",313.5295691676438,NA,58.024724828266706,1270,NA,5945,NA,16.797485715096734,7
236,"62755","batch",318.4819753114134,NA,59.07033823678217,1270,NA,6367,NA,17.40118680852384,7
237,"63721","batch",309.69677980802953,NA,57.21549880154637,1275,NA,5633,NA,16.344877149596996,7
238,"63722","batch",319.7064736150205,NA,59.328869505782954,1275,NA,6475,NA,17.553899209191535,7
239,"64521","batch",241.99600581778213,NA,42.921671721121236,585,NA,1911,NA,9.891213339761768,5
240,"64522","batch",215.3441558815539,NA,37.29460260642006,585,NA,1146,NA,7.909069066868531,5
241,"65621","batch",254.17716253874823,NA,45.49350860786244,925,NA,2370,NA,10.882405522937235,6
242,"65622","batch",268.7187705291435,NA,48.56371324268657,925,NA,3025,NA,12.148750886062754,6
243,"66821","batch",330.4398065805435,NA,61.595023884282575,1510,NA,7482,NA,18.956232551376004,8
244,"66822","batch",338.4552192054689,NA,63.28733721079556,1510,NA,8310,NA,20.08653589933244,8
245,"67751","batch",323.1398463845253,NA,60.05376574813628,1134,NA,6785,NA,17.989731861198145,7
246,"67752","batch",323.29931075684726,NA,60.08743384421722,1134,NA,6800,NA,18.01025484506112,7
247,"67753","batch",306.40398593246937,NA,56.520283318847156,1134,NA,5375,NA,15.965647438559559,7
248,"67754","batch",303.38356814160943,NA,55.88257525336166,1134,NA,5147,NA,15.625239741486167,7
249,"67755","batch",303.89453906193376,NA,55.99045777150382,1134,NA,5185,NA,15.682339259552405,7
250,"68751","batch",313.74275342561305,NA,58.06973493287969,1300,NA,5962,NA,16.823026064173405,7
251,"68752","batch",320.97395940311253,NA,59.59647682567111,1300,NA,6588,NA,17.71346554221634,7
252,"68753","batch",317.6860429737717,NA,58.902291129911454,1300,NA,6298,NA,17.30267029617172,7
253,"68754","batch",324.49717823415995,NA,60.34034248287532,1300,NA,6911,NA,18.165235786882107,7
254,"68755","batch",304.9398844614625,NA,56.21116405740735,1300,NA,5264,NA,15.799768666560231,7
255,"69751","batch",313.3578426130116,NA,57.988467788171654,1144,NA,5930,NA,16.77694068753793,7
256,"69752","batch",304.83204208500683,NA,56.188395037348265,1144,NA,5256,NA,15.787615663685022,7
257,"69753","batch",304.2133172675967,NA,56.05776218000897,1144,NA,5209,NA,15.71806147619033,7
258,"69754","batch",303.6560993362218,NA,55.940115419303815,1144,NA,5167,NA,15.655669885081567,7
259,"69755","batch",305.5967598967254,NA,56.34985174636021,1144,NA,5314,NA,15.873986090778866,7
260,"70541","batch",227.54831206798553,NA,39.871295425566906,775,NA,1459,NA,8.787473055968603,5
261,"70542","batch",244.40381765109487,NA,43.43003881885237,775,NA,1996,NA,10.082505603535939,5
262,"70543","batch",235.39991040085442,NA,41.529022246993634,775,NA,1693,NA,9.378186733167968,5
263,"70544","batch",218.44090701686218,NA,37.94842711432869,775,NA,1220,NA,8.127600689073143,5
264,"71831","batch",348.0917398817837,NA,65.3219189753117,1430,NA,9397,NA,21.555849424616213,8
265,"71832","batch",345.58623198606074,NA,64.79292507318493,1430,NA,9105,NA,21.161147761472343,8
266,"71833","batch",330.05667293816805,NA,61.514131957794454,1430,NA,7445,NA,18.904083586682574,8
267,"72521","batch",249.99752467684448,NA,44.61105162346435,660,NA,2204,NA,10.535598325121962,5
268,"72522","batch",228.51703821821138,NA,40.075824905268405,660,NA,1487,NA,8.859229113650537,5
269,"73611","batch",293.13364428584464,NA,53.718484201715306,870,NA,4428,NA,14.51944316808986,6
